scenario,vdd_v,trajectory_kind,transition_index,transition_type,old_M,new_M,old_F,new_F,quiet_window_start_s,quiet_window_end_s,quiet_xor_v,quiet_medium_v,quiet_ck_v,configuration_ck_edge_count,status,reason
1p10_normal,1.1,paired_coarse_bounded_fine_branches,10,fine_increment,2,2,2,3,1.4060999999999996e-07,1.4210999999999997e-07,8.413212544e-06,0.0001534738655,0.05171203798,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,11,fine_increment,2,2,3,4,1.5451999999999996e-07,1.5601999999999996e-07,7.525085948e-06,0.000138203558,0.05066858729,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,12,fine_increment,2,2,4,5,1.6842999999999995e-07,1.6992999999999996e-07,7.411419096e-06,0.000134698545,0.04926197991,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,13,fine_increment,2,2,5,6,1.8233999999999995e-07,1.8383999999999996e-07,8.017778123e-06,0.0001413164243,0.04811993428,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,14,fine_increment,2,2,6,7,1.9624999999999995e-07,1.9774999999999995e-07,7.123046675e-06,0.0001369792381,0.0471757581,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,15,fine_increment,2,2,7,8,2.1015999999999994e-07,2.1165999999999995e-07,7.443219308e-06,0.0001374871522,0.0461470854,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,16,fine_increment,2,2,8,9,2.2406999999999994e-07,2.2556999999999995e-07,8.424831355e-06,0.0001333092735,0.04498460343,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,17,fine_increment,2,2,9,10,2.3797999999999994e-07,2.394799999999999e-07,6.080668111e-06,0.0001173623699,0.04390696016,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,18,branch_fine_reset,2,2,10,9,2.5189e-07,2.5339e-07,9.912520703e-06,0.0001847905894,2.856065591e-07,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,19,branch_fine_reset,2,2,9,8,2.596000000000001e-07,2.611000000000001e-07,1.001206364e-05,0.0001988439636,-8.366507976e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,20,branch_fine_reset,2,2,8,7,2.6731000000000014e-07,2.6881000000000014e-07,1.064409598e-05,0.0002047816263,-6.463350156e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,21,branch_fine_reset,2,2,7,6,2.750200000000002e-07,2.765200000000002e-07,1.082385189e-05,0.0001946445746,-8.636577996e-07,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,22,branch_fine_reset,2,2,6,5,2.8273000000000026e-07,2.8423000000000026e-07,1.180250317e-05,0.0002174673647,-7.179135149e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,23,branch_fine_reset,2,2,5,4,2.904400000000003e-07,2.919400000000003e-07,1.09389731e-05,0.0002147027387,-8.985570126e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,24,branch_fine_reset,2,2,4,3,2.981500000000004e-07,2.996500000000004e-07,1.169820511e-05,0.0002208265294,-8.230433425e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,25,branch_fine_reset,2,2,3,2,3.0586000000000044e-07,3.0736000000000044e-07,1.20155952e-05,0.000232991898,-6.099161286e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,26,branch_fine_reset,2,2,2,1,3.135700000000005e-07,3.150700000000005e-07,1.122632834e-05,0.0002199201937,-5.236523905e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,27,branch_fine_reset,2,2,1,0,3.2128000000000056e-07,3.2278000000000056e-07,1.148289537e-05,0.0002201694689,-4.44364564e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,28,fine_branch_entry,2,3,0,0,3.289900000000006e-07,3.304900000000006e-07,8.880943066e-07,1.399409186e-06,3.557694704e-07,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,29,fine_increment,3,3,0,1,3.429000000000007e-07,3.4440000000000073e-07,1.202698275e-05,0.0001403633206,0.05427671945,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,30,fine_increment,3,3,1,2,3.568100000000008e-07,3.5831000000000083e-07,1.354977218e-05,0.0001537476485,0.0532904488,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,31,fine_increment,3,3,2,3,3.7072000000000093e-07,3.7222000000000093e-07,7.322739986e-06,0.0001502380034,0.05171218659,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,32,fine_increment,3,3,3,4,3.8463000000000103e-07,3.8613000000000104e-07,8.635470209e-06,0.0001498470797,0.05071989012,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,33,fine_increment,3,3,4,5,3.9854000000000113e-07,4.0004000000000114e-07,8.250907054e-06,0.0001469672241,0.04901628626,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,34,fine_increment,3,3,5,6,4.1245000000000123e-07,4.1395000000000124e-07,8.732880415e-06,0.0001427044371,0.04816939241,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,35,fine_increment,3,3,6,7,4.2636000000000134e-07,4.2786000000000134e-07,8.428771387e-06,0.0001255327862,0.04686242215,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,36,fine_increment,3,3,7,8,4.4027000000000144e-07,4.4177000000000145e-07,7.874117349e-06,0.0001312848119,0.04598808421,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,37,fine_increment,3,3,8,9,4.5418000000000154e-07,4.5568000000000155e-07,8.692200352e-06,0.0001325408038,0.0451121372,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,38,fine_increment,3,3,9,10,4.6809000000000165e-07,4.6959000000000165e-07,1.022061256e-05,0.0001179775029,0.04390185312,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,39,branch_fine_reset,3,3,10,9,4.820000000000017e-07,4.835000000000017e-07,1.056731622e-05,0.0001851887861,2.514623482e-07,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,40,branch_fine_reset,3,3,9,8,4.897100000000016e-07,4.912100000000016e-07,1.054132117e-05,0.0001963852269,-6.765600728e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,41,branch_fine_reset,3,3,8,7,4.974200000000015e-07,4.989200000000015e-07,1.052751007e-05,0.0002041073463,-1.156610939e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,42,branch_fine_reset,3,3,7,6,5.051300000000014e-07,5.066300000000014e-07,9.913064002e-06,0.0002037773325,-8.85760708e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,43,branch_fine_reset,3,3,6,5,5.128400000000013e-07,5.143400000000013e-07,1.158231785e-05,0.0002070157334,-7.945851853e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,44,branch_fine_reset,3,3,5,4,5.205500000000012e-07,5.220500000000012e-07,1.116440603e-05,0.0002248919969,-8.978299873e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,45,branch_fine_reset,3,3,4,3,5.282600000000011e-07,5.297600000000011e-07,1.20891348e-05,0.0002164941934,-8.404210813e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,46,branch_fine_reset,3,3,3,2,5.35970000000001e-07,5.37470000000001e-07,1.090959907e-05,0.0002158236556,-4.408581749e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,47,branch_fine_reset,3,3,2,1,5.436800000000009e-07,5.451800000000009e-07,1.560060013e-05,0.0002376931969,-6.825121834e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,48,branch_fine_reset,3,3,1,0,5.513900000000008e-07,5.528900000000008e-07,1.419236462e-05,0.0002260705539,-5.837583788e-06,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,49,fine_branch_entry,3,4,0,0,5.591000000000007e-07,5.606000000000007e-07,-3.901107606e-08,1.189402725e-06,3.11157703e-07,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,50,fine_increment,4,4,0,1,5.730100000000005e-07,5.745100000000006e-07,1.270478448e-05,0.0001401540248,0.05428386273,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,51,fine_increment,4,4,1,2,5.869200000000004e-07,5.884200000000004e-07,1.285772026e-05,0.0001526736145,0.05329791814,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,52,fine_increment,4,4,2,3,6.008300000000002e-07,6.023300000000002e-07,1.248329112e-05,0.0001520166698,0.05161318903,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,53,fine_increment,4,4,3,4,6.147400000000001e-07,6.162400000000001e-07,1.099094078e-05,0.0001325377005,0.05031923396,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,54,fine_increment,4,4,4,5,6.286499999999999e-07,6.301499999999999e-07,1.694472414e-05,0.0001472382566,0.04948370805,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,55,fine_increment,4,4,5,6,6.425599999999997e-07,6.440599999999997e-07,1.23637269e-05,0.0001437324437,0.04833573767,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,56,fine_increment,4,4,6,7,6.564699999999996e-07,6.579699999999996e-07,9.203725314e-06,0.0001392885344,0.0472254583,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,57,fine_increment,4,4,7,8,6.703799999999994e-07,6.718799999999994e-07,1.064186459e-05,0.0001374850899,0.04608123924,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,58,fine_increment,4,4,8,9,6.842899999999993e-07,6.857899999999993e-07,1.172918645e-05,0.0001356027384,0.04510687716,0,PASS,
1p10_normal,1.1,paired_coarse_bounded_fine_branches,59,fine_increment,4,4,9,10,6.981999999999991e-07,6.996999999999991e-07,6.212474334e-06,0.0001309486921,0.04404912166,0,PASS,
