scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,search_stage,point_label,representative_phase_ps,anomaly
t0__b1p1__L1__dv100p0__h1031p0__pm500p0__5cfa738272909811e3b8,1.1,L1,2,10,100.0,1.0,1.0,1031.0,1.0,-500.0,1.0,1.97142711e-09,2.238435724e-09,2.221376497e-09,5.1614198e-09,267.0086140000003,249.94938700000029,17.05922700000002,1.399224289e-07,1.296030455e-07,1.1,1.1,1.2720220809090907e-07,1.1782095045454545e-07,0,stable_low,1,2.89876641e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r274/scenarios/t0__b1p1__L1__dv100p0__h1031p0__pm500p0__5cfa738272909811e3b8,1e8345104cd5da7b86ab50ed5850b54df27fb0bc5885bb146ae921168a51aa99,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv100p0__h1046p0__pm500p0__80323c4987a35e5d544b,1.1,L1,2,10,100.0,1.0,1.0,1046.0,1.0,-500.0,1.0,1.97142711e-09,2.241338242e-09,2.223457374e-09,5.16185634e-09,269.9111320000001,252.0302640000001,17.88086800000002,1.230126685e-07,1.732837186e-07,1.1,1.1,1.1182969863636363e-07,1.5753065327272727e-07,0,stable_low,1,2.267558709e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r275/scenarios/t0__b1p1__L1__dv100p0__h1046p0__pm500p0__80323c4987a35e5d544b,1afe9b3057cb0b9678b398d92f44ee54c881755a1dde611c048894c4d95f5bec,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-500.0,
t0__b1p1__L1__dv110p0__h1p0__pm500p0__042725eab769ce2ee13c,1.1,L1,2,10,110.0,0.99,1.0,1.0,1.0,-500.0,0.99,1.896933088e-09,2.136694949e-09,2.139301563e-09,5.161919254e-09,239.76186100000018,242.3684750000002,-2.6066140000000075,2.220356466e-07,1.666646312e-07,1.1,1.1,2.018505878181818e-07,1.5151330109090908e-07,0,stable_low,1,2.5945788303030305e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r276/scenarios/t0__b1p1__L1__dv110p0__h1p0__pm500p0__042725eab769ce2ee13c,5f15f08bd29bbcb76ba2a4674da1cef927b01c7c693e244b6a018bc0d5ebfaf5,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h10p0__pm500p0__71bcc1003cafb254cb19,1.1,L1,2,10,110.0,0.99,1.0,10.0,1.0,-500.0,0.99,1.89666689e-09,2.136190337e-09,2.139066887e-09,5.16190537e-09,239.52344700000026,242.3999970000003,-2.8765500000000372,1.461921089e-07,1.168727142e-07,1.1,1.1,1.3290191718181816e-07,1.06247922e-07,0,stable_low,1,2.618134421212121e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r277/scenarios/t0__b1p1__L1__dv110p0__h10p0__pm500p0__71bcc1003cafb254cb19,ac6c3c0401f46206cbd2bec7bc4546061ba0dab197a5d663b485d06f0d1c8a96,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h100p0__pm500p0__b2ffda1138037f9f68ab,1.1,L1,2,10,110.0,0.99,1.0,100.0,1.0,-500.0,0.99,1.896699295e-09,2.136127288e-09,2.139055946e-09,5.162118478e-09,239.42799299999984,242.35665099999989,-2.9286580000000413,1.311456269e-07,1.322313996e-07,1.1,1.1,1.1922329718181816e-07,1.2021036327272725e-07,0,stable_low,1,2.6505359181818185e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r278/scenarios/t0__b1p1__L1__dv110p0__h100p0__pm500p0__b2ffda1138037f9f68ab,104491b9067bce1dcc3e752b194b7f0579a46cdfe5599e3c2cd126318209efea,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h1000p0__pm500p0__59f766ef7f860ccba30b,1.1,L1,2,10,110.0,0.99,1.0,1000.0,1.0,-500.0,0.99,1.980535516e-09,2.242440778e-09,2.2252547e-09,5.161819032e-09,261.9052619999998,244.7191840000002,17.18607799999961,1.47924861e-07,1.380074842e-07,1.1,1.1,1.3447714636363635e-07,1.2546134927272725e-07,0,stable_low,1,2.52066427979798e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r279/scenarios/t0__b1p1__L1__dv110p0__h1000p0__pm500p0__59f766ef7f860ccba30b,47e9ded00c4bab07613de08d39fbf2cb530e9d7612b804f6ccde1d7d9e76c260,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h3000p0__pm500p0__ceeb722fe3814edc1287,1.1,L1,2,10,110.0,0.99,1.0,3000.0,1.0,-500.0,0.99,1.980535516e-09,2.311318894e-09,2.263945003e-09,5.161693466e-09,330.78337799999986,283.4094869999999,47.37389099999996,0.9899997021,0.9899996707,0.99,0.99,0.9999996990909091,0.9999996673737374,1,stable_high,1,3.7329473656565658e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r280/scenarios/t0__b1p1__L1__dv110p0__h3000p0__pm500p0__ceeb722fe3814edc1287,ef8889b9d0f2c14fdf52f059cc955229e1a6ca89591efa453d734a8c8842399c,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h2000p0__pm500p0__423523ec090fe5b34c2e,1.1,L1,2,10,110.0,0.99,1.0,2000.0,1.0,-500.0,0.99,1.980535516e-09,2.311318894e-09,2.263945003e-09,5.161667288e-09,330.78337799999986,283.4094869999999,47.37389099999996,1.1000045178,1.0999942313,1.1,1.1,1.000004107090909,0.9999947557272726,1,stable_high,1,3.7329274797979797e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r281/scenarios/t0__b1p1__L1__dv110p0__h2000p0__pm500p0__423523ec090fe5b34c2e,e87d9cd8b362adfa13729605f02188eb3afc947025c8543ea8de0f3e5f1d01ae,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h1500p0__pm500p0__34614837b7e854d21d55,1.1,L1,2,10,110.0,0.99,1.0,1500.0,1.0,-500.0,0.99,1.980535516e-09,2.311318894e-09,2.263945003e-09,5.162138279e-09,330.78337799999986,283.4094869999999,47.37389099999996,1.0999996008,1.0999996583,1.1,1.1,0.9999996370909089,0.9999996893636363,1,stable_high,1,3.375541385858586e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r282/scenarios/t0__b1p1__L1__dv110p0__h1500p0__pm500p0__34614837b7e854d21d55,b497960e6ae92738ac13c33e3e29c8856364d80f43c126c97432c65cc5707658,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h1250p0__pm500p0__67416b7782b8090e60ea,1.1,L1,2,10,110.0,0.99,1.0,1250.0,1.0,-500.0,0.99,1.980535516e-09,2.295656907e-09,2.263930782e-09,5.161957802e-09,315.12139099999996,283.3952660000001,31.726124999999854,1.0999996634,1.0999996612,1.1,1.1,0.9999996939999999,0.9999996919999999,1,stable_high,1,3.5115786626262626e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r283/scenarios/t0__b1p1__L1__dv110p0__h1250p0__pm500p0__67416b7782b8090e60ea,ebeb9ee9876cbf20f72a3b1a6a38703b145929b073da848f9ed1aab1e4dc1893,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h1125p0__pm500p0__8fcde3a9ca9c7716de51,1.1,L1,2,10,110.0,0.99,1.0,1125.0,1.0,-500.0,0.99,1.980535516e-09,2.269201048e-09,2.236426212e-09,5.161927142e-09,288.66553200000004,255.89069600000008,32.774835999999965,1.0999997173,1.0999996659,1.1,1.1,0.9999997429999999,0.9999996962727272,1,stable_high,1,3.5052397515151513e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r284/scenarios/t0__b1p1__L1__dv110p0__h1125p0__pm500p0__8fcde3a9ca9c7716de51,9f0f7e9d8ea3d9af220ca937ecd619414749fe4504e85a6dbd31a7cccc351e6b,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h1062p0__pm500p0__5353880e8a147188c062,1.1,L1,2,10,110.0,0.99,1.0,1062.0,1.0,-500.0,0.99,1.980535516e-09,2.255859188e-09,2.234465276e-09,5.161978878e-09,275.32367200000016,253.92975999999993,21.393912000000228,1.0999996547,1.0999996566,1.1,1.1,0.999999686090909,0.9999996878181818,1,stable_high,1,2.6815489414141416e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r285/scenarios/t0__b1p1__L1__dv110p0__h1062p0__pm500p0__5353880e8a147188c062,0559780ab012cdbffad3d27496d5d413fb524088d975ac0af8d5df6631fa4a7c,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h1031p0__pm500p0__9d2f15e2106a2c78f768,1.1,L1,2,10,110.0,0.99,1.0,1031.0,1.0,-500.0,0.99,1.980535516e-09,2.249204414e-09,2.230278018e-09,5.161985491e-09,268.66889799999984,249.74250199999986,18.926395999999983,1.0999996524,1.0999996673,1.1,1.1,0.9999996839999999,0.9999996975454546,1,stable_high,1,2.6109101545454545e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r286/scenarios/t0__b1p1__L1__dv110p0__h1031p0__pm500p0__9d2f15e2106a2c78f768,7e94c9c5b90e4d571060d2efc1eab4ce7961722dff5b2189d596fc9a41948f4a,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L1__dv110p0__h1016p0__pm500p0__0cdcceeefc6627d791cf,1.1,L1,2,10,110.0,0.99,1.0,1016.0,1.0,-500.0,0.99,1.980535516e-09,2.24594689e-09,2.228106405e-09,5.161819001e-09,265.4113740000001,247.5708890000001,17.840484999999973,1.503283376e-07,1.360948379e-07,1.1,1.1,1.3666212509090907e-07,1.237225799090909e-07,0,stable_low,1,2.5206630545454544e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r287/scenarios/t0__b1p1__L1__dv110p0__h1016p0__pm500p0__0cdcceeefc6627d791cf,de41f6a98f5c209541c1118ffcaab12c86b0697b6dde6f5e7e20809ce89a50e0,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_20mV,-500.0,
t0__b1p1__L2__dv130p0__h1p0__pm500p0__8e1f0193222eb009a5d9,1.1,L2,3,8,130.0,0.97,1.0,1.0,1.0,-500.0,0.97,1.896899885e-09,2.136524081e-09,2.158149191e-09,5.18063696e-09,239.62419599999996,261.24930599999993,-21.625109999999978,1.694137399e-07,1.690603469e-07,1.1,1.1,1.540124908181818e-07,1.5369122445454545e-07,0,stable_low,1,2.5022985793814433e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r288/scenarios/t0__b1p1__L2__dv130p0__h1p0__pm500p0__8e1f0193222eb009a5d9,36885912aa2dde68d86671a2dbd7ec05fd50f1a029d21d232bcfe13fd316e606,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L2__dv130p0__h10p0__pm500p0__e13abf59e33542eab020,1.1,L2,3,8,130.0,0.97,1.0,10.0,1.0,-500.0,0.97,1.896830609e-09,2.136737723e-09,2.157931008e-09,5.181030893e-09,239.90711400000018,261.10039900000027,-21.19328500000009,4.534430083e-07,9.318065114e-08,1.1,1.1,4.122209166363636e-07,8.470968285454545e-08,0,stable_low,1,2.5069234134020618e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r289/scenarios/t0__b1p1__L2__dv130p0__h10p0__pm500p0__e13abf59e33542eab020,91a70357077947fa1450a92098a5e00a78e94f9e3efe8a2606fa6b20b06fd417,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L2__dv130p0__h100p0__pm500p0__09611344164ed5fde09c,1.1,L2,3,8,130.0,0.97,1.0,100.0,1.0,-500.0,0.97,1.896657872e-09,2.136104751e-09,2.157789975e-09,5.180865302e-09,239.44687900000005,261.1321029999998,-21.68522399999975,-1.88952604e-07,-1.852124586e-07,1.1,1.1,-1.7177509454545453e-07,-1.6837496236363634e-07,0,stable_low,1,2.90326236185567e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r290/scenarios/t0__b1p1__L2__dv130p0__h100p0__pm500p0__09611344164ed5fde09c,5e98606aafa48410b66136fcedd782ade8c137c80f5bf9b32a249f988317af5f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L2__dv130p0__h1000p0__pm500p0__b45903473de785ebeb54,1.1,L2,3,8,130.0,0.97,1.0,1000.0,1.0,-500.0,0.97,1.998262497e-09,2.262210792e-09,2.259130662e-09,5.180794094e-09,263.9482950000001,260.86816500000015,3.08012999999994,6.047661791e-08,-1.913168307e-07,1.1,1.1,5.4978743554545456e-08,-1.7392439154545452e-07,0,stable_low,1,2.073432025773196e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r291/scenarios/t0__b1p1__L2__dv130p0__h1000p0__pm500p0__b45903473de785ebeb54,c1b5123701225181b1ab269d37a1054c7235446a4d798a83b5e513fc3800062f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L2__dv130p0__h3000p0__pm500p0__8376c41035edb33e7ce3,1.1,L2,3,8,130.0,0.97,1.0,3000.0,1.0,-500.0,0.97,2.000878288e-09,2.355079333e-09,2.319843915e-09,5.181024817e-09,354.20104499999985,318.9656269999999,35.235417999999925,4.045706462e-08,-2.729847905e-07,0.97,0.97,4.170831404123712e-08,-2.81427619072165e-07,0,stable_low,1,2.3913947536082476e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r292/scenarios/t0__b1p1__L2__dv130p0__h3000p0__pm500p0__8376c41035edb33e7ce3,0dee0fa9361626b5a658f71cb2788d26855dd12d60437080399fdd49f921097e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-500.0,
t0__b1p1__L2__dv140p0__h1p0__pm500p0__48e8ed5c8e37c9579161,1.1,L2,3,8,140.0,0.96,1.0,1.0,1.0,-500.0,0.96,1.896899888e-09,2.13652408e-09,2.158149194e-09,5.180716518e-09,239.62419199999977,261.24930599999993,-21.625114000000167,1.694136511e-07,1.690602786e-07,1.1,1.1,1.5401241009090908e-07,1.5369116236363635e-07,0,stable_low,1,3.0795604e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r293/scenarios/t0__b1p1__L2__dv140p0__h1p0__pm500p0__48e8ed5c8e37c9579161,5b445d090d8c21ba5c156ced932d3bcbdc433d24184753313c19d308d5f4c950,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h10p0__pm500p0__114f658705cf1e1a41ca,1.1,L2,3,8,140.0,0.96,1.0,10.0,1.0,-500.0,0.96,1.896831702e-09,2.136502367e-09,2.158008926e-09,5.181051446e-09,239.67066500000024,261.1772239999999,-21.50655899999967,-2.124977199e-07,-5.621537817e-08,1.1,1.1,-1.9317974536363634e-07,-5.1104889245454545e-08,0,stable_low,1,3.2972984885416668e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r294/scenarios/t0__b1p1__L2__dv140p0__h10p0__pm500p0__114f658705cf1e1a41ca,b32d4439fb4d463be35621b49d1576badbea3e50007b032c47daf83190f54068,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h100p0__pm500p0__2e385b382ab8623e5bfa,1.1,L2,3,8,140.0,0.96,1.0,100.0,1.0,-500.0,0.96,1.896888441e-09,2.136534437e-09,2.15809493e-09,5.180920708e-09,239.64599600000028,261.2064890000003,-21.560493000000037,-9.989462658e-07,-9.03248884e-07,1.1,1.1,-9.081329689090909e-07,-8.211353490909089e-07,0,stable_low,1,2.1017396802083333e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r295/scenarios/t0__b1p1__L2__dv140p0__h100p0__pm500p0__2e385b382ab8623e5bfa,c316ffd6a4c7318d3f67e39af2d4a8dc1ae17b7c4caac8889322ff7d24c5822f,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h1000p0__pm500p0__63e8993bc9a25793c6e8,1.1,L2,3,8,140.0,0.96,1.0,1000.0,1.0,-500.0,0.96,2.004852056e-09,2.272353789e-09,2.265907436e-09,5.180884833e-09,267.50173299999983,261.05538,6.446352999999817,6.957957308e-07,1.329327258e-07,1.1,1.1,6.325415734545454e-07,1.2084793254545456e-07,0,stable_low,1,2.9071210145833337e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r296/scenarios/t0__b1p1__L2__dv140p0__h1000p0__pm500p0__63e8993bc9a25793c6e8,ddd712cc9d8429192f6485c11f2c4f79ee73cae84042c5ea07855c7bd348e995,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h3000p0__pm500p0__d0574d06d44b879f15ae,1.1,L2,3,8,140.0,0.96,1.0,3000.0,1.0,-500.0,0.96,2.011327428e-09,2.378783857e-09,2.336248153e-09,5.181176592e-09,367.4564290000002,324.92072499999995,42.53570400000024,0.9599995002,0.9600000084,0.96,0.96,0.9999994793750001,1.00000000875,1,stable_high,1,1.8071492250000002e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r297/scenarios/t0__b1p1__L2__dv140p0__h3000p0__pm500p0__d0574d06d44b879f15ae,fc7fa01f6a308bdb401a54c801e0546149b3ff57576985cf04482c72cb2c853a,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h2000p0__pm500p0__c8ed0502a35f41007d8d,1.1,L2,3,8,140.0,0.96,1.0,2000.0,1.0,-500.0,0.96,2.011327428e-09,2.378783857e-09,2.336248153e-09,5.180969557e-09,367.4564290000002,324.92072499999995,42.53570400000024,1.1000166117,1.099995782,1.1,1.1,1.0000151015454546,0.9999961654545453,1,stable_high,1,1.954520525e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r298/scenarios/t0__b1p1__L2__dv140p0__h2000p0__pm500p0__c8ed0502a35f41007d8d,941f31fc2a8937544a0b5162c6a4f5d22fb97f1b086bd607ce82c68f8f49f252,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h1500p0__pm500p0__a9e53b5f22f203d44a56,1.1,L2,3,8,140.0,0.96,1.0,1500.0,1.0,-500.0,0.96,2.011327428e-09,2.378783857e-09,2.336248153e-09,5.180959527e-09,367.4564290000002,324.92072499999995,42.53570400000024,1.0999997314,1.0999995912,1.1,1.1,0.9999997558181818,0.9999996283636363,1,stable_high,1,1.9648682885416667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r299/scenarios/t0__b1p1__L2__dv140p0__h1500p0__pm500p0__a9e53b5f22f203d44a56,44ce262fdd270e0a63cf0c87faaa4005c29e98b9e45e38ccdf4e15361058a637,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h1250p0__pm500p0__d08eed1fdfb0c301c067,1.1,L2,3,8,140.0,0.96,1.0,1250.0,1.0,-500.0,0.96,2.011327428e-09,2.340476117e-09,2.315496428e-09,5.181005028e-09,329.1486889999999,304.16899999999987,24.979689000000008,1.0999997569,1.0999995858,1.1,1.1,0.9999997789999999,0.9999996234545454,1,stable_high,1,2.8262279708333336e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r300/scenarios/t0__b1p1__L2__dv140p0__h1250p0__pm500p0__d08eed1fdfb0c301c067,9afe9d0586fc1eceb6bf634f6dbe1bfbeafe55e08442dd8beeff66ad82c4ed7c,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h1125p0__pm500p0__d37cac5f7abb2baa2648,1.1,L2,3,8,140.0,0.96,1.0,1125.0,1.0,-500.0,0.96,2.011327428e-09,2.306233226e-09,2.296172537e-09,5.180915087e-09,294.9057980000002,284.8451090000001,10.060689000000082,7.425646929e-08,-2.412590854e-07,1.1,1.1,6.750588117272726e-08,-2.1932644127272724e-07,0,stable_low,1,2.102782965625e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r301/scenarios/t0__b1p1__L2__dv140p0__h1125p0__pm500p0__d37cac5f7abb2baa2648,60a2d1e0948ef1e743d9fb3275eb666c582ffd34a44352eef26f47eb5c2d28cc,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h1188p0__pm500p0__e2fed6ee70a144fb2ff8,1.1,L2,3,8,140.0,0.96,1.0,1188.0,1.0,-500.0,0.96,2.011327428e-09,2.32372663e-09,2.304156052e-09,5.181005214e-09,312.3992019999999,292.82862399999993,19.570577999999955,1.0999997459,1.0999995948,1.1,1.1,0.9999997689999999,0.9999996316363636,1,stable_high,1,2.832988085416667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r302/scenarios/t0__b1p1__L2__dv140p0__h1188p0__pm500p0__e2fed6ee70a144fb2ff8,47dc9160b687d059f1b4881883b0d0cf13bc20c7c9c01fae45106dd2106f1f05,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h1156p0__pm500p0__bc1708c724dfdb4ea7d9,1.1,L2,3,8,140.0,0.96,1.0,1156.0,1.0,-500.0,0.96,2.011327428e-09,2.314799035e-09,2.30168087e-09,5.181109649e-09,303.4716069999999,290.35344199999986,13.118165000000033,-1.081369836e-06,-9.075209598e-07,1.1,1.1,-9.830634872727272e-07,-8.250190543636362e-07,0,stable_low,1,2.3154727385416667e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r303/scenarios/t0__b1p1__L2__dv140p0__h1156p0__pm500p0__bc1708c724dfdb4ea7d9,a07674440a4e061bed18fbab144c5604f09c747f1f14951159b0fcd8bfc4aa18,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L2__dv140p0__h1172p0__pm500p0__20e44d61d23923e3ca21,1.1,L2,3,8,140.0,0.96,1.0,1172.0,1.0,-500.0,0.96,2.011327428e-09,2.319163504e-09,2.303374923e-09,5.181223407e-09,307.83607600000016,292.04749500000014,15.788581000000022,-9.488339012e-08,6.934329855e-09,1.1,1.1,-8.625762738181818e-08,6.3039362318181815e-09,0,stable_low,1,1.6878354177083334e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r304/scenarios/t0__b1p1__L2__dv140p0__h1172p0__pm500p0__20e44d61d23923e3ca21,4ff9032a658e87d697d53402ca5309162fba14ce19763972e9a8f73a4da8d873,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-500.0,
t0__b1p1__L2__dv150p0__h1p0__pm500p0__0e5aa5913f6f6c098aa3,1.1,L2,3,8,150.0,0.95,1.0,1.0,1.0,-500.0,0.95,1.896741176e-09,2.136502361e-09,2.157851e-09,5.181107733e-09,239.7611850000002,261.10982399999995,-21.348638999999736,-1.167669787e-06,-1.206501721e-07,1.1,1.1,-1.0615179881818181e-06,-1.0968197463636362e-07,0,stable_low,1,2.667137205263158e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r305/scenarios/t0__b1p1__L2__dv150p0__h1p0__pm500p0__0e5aa5913f6f6c098aa3,59a774af414c087f3cd84b3e0c340d755955cdfad953975fccd3bf3bba55be73,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-500.0,
