scenario_id,baseline_vdd_v,margin_level,M_det,F_det,DeltaV_mv,Vdroop_v,t_fall_ps,t_hold_ps,t_rise_ps,phase_ps,actual_min_vdd_v,t_xor_rise_s,t_xor_fall_s,t_ck_rise_s,t_ck_rise_2_s,W_xor_ps,D_ref_ps,R_ps,q_sample_1_v,q_sample_2_v,vdd_at_q_sample_1_v,vdd_at_q_sample_2_v,q_sample_1_ratio,q_sample_2_ratio,q_final,q_state,active_ck_edge_count,recovery_max_ratio,valid,reason,completion_status,scenario_path,deck_sha256,source_hash,search_stage,point_label,representative_phase_ps,anomaly
t0__b0p95__L1__dv60p0__h1p0__pm450p0__82285a013265fffcfa8a,0.95,L1,4,9,60.0,0.89,1.0,1.0,1.0,-450.0,0.89,2.022168748e-09,2.403664212e-09,2.405315643e-09,5.440874438e-09,381.4954640000002,383.1468950000002,-1.6514310000000023,1.116329366e-07,5.690885771e-09,0.95,0.95,1.1750835431578947e-07,5.990406074736843e-09,0,stable_low,1,2.0728651483146065e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r132/scenarios/t0__b0p95__L1__dv60p0__h1p0__pm450p0__82285a013265fffcfa8a,dc53c0cb9f7136eaaaafe6298df27ee326e4d051da4a4f35c814f74f20d7e677,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L1__dv60p0__h10p0__pm450p0__3cc57d70ff97a6ecc4f0,0.95,L1,4,9,60.0,0.89,1.0,10.0,1.0,-450.0,0.89,2.022085936e-09,2.403490258e-09,2.405074652e-09,5.441411957e-09,381.40432200000004,382.98871600000007,-1.5843940000000316,-1.326985549e-07,2.435812571e-07,0.95,0.95,-1.3968268936842106e-07,2.564013232631579e-07,0,stable_low,1,2.090223735955056e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r133/scenarios/t0__b0p95__L1__dv60p0__h10p0__pm450p0__3cc57d70ff97a6ecc4f0,84391ea9202ecc2777a9a5b3941af36254136a606fef102a1927f9864cb9e702,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L1__dv60p0__h100p0__pm450p0__f03111c503e0be8c2fab,0.95,L1,4,9,60.0,0.89,1.0,100.0,1.0,-450.0,0.89,2.022303374e-09,2.403855805e-09,2.405361638e-09,5.441082293e-09,381.5524309999998,383.058264,-1.505833000000223,1.65773305e-07,-8.107753246e-08,0.95,0.95,1.744982157894737e-07,-8.534477101052632e-08,0,stable_low,1,2.378663147191011e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r134/scenarios/t0__b0p95__L1__dv60p0__h100p0__pm450p0__f03111c503e0be8c2fab,11badb1c0a05a0745edfffe2bfb2e3cfa1c7054553cce68ada143c654d89d1e8,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L1__dv60p0__h1000p0__pm450p0__706af3c25cab3e01a331,0.95,L1,4,9,60.0,0.89,1.0,1000.0,1.0,-450.0,0.89,2.093284989e-09,2.497668941e-09,2.476376329e-09,5.441064906e-09,404.38395200000014,383.09133999999995,21.29261200000019,-1.636606048e-07,5.035535625e-09,0.95,0.95,-1.7227432084210527e-07,5.300563815789474e-09,0,stable_low,1,2.236396241573034e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r135/scenarios/t0__b0p95__L1__dv60p0__h1000p0__pm450p0__706af3c25cab3e01a331,c82e82d62e44d9a1d6894614e8c200767dffbc64409bbcc6dec96cecb87a5e4c,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L1__dv60p0__h3000p0__pm450p0__d08c27cd5c9390e0faaa,0.95,L1,4,9,60.0,0.89,1.0,3000.0,1.0,-450.0,0.89,2.103495473e-09,2.592134874e-09,2.537831993e-09,5.441022375e-09,488.639401,434.3365200000002,54.30288099999984,-2.435948511e-07,3.710806837e-07,0.89,0.89,-2.7370207988764044e-07,4.1694458842696627e-07,0,stable_low,1,2.270402880898876e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r136/scenarios/t0__b0p95__L1__dv60p0__h3000p0__pm450p0__d08c27cd5c9390e0faaa,98b02cdff832c9f76810653a1da4d81f9e9bbebfd1cdd99097493211e3613ce3,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,last_q0_control,-450.0,
t0__b0p95__L1__dv70p0__h1p0__pm450p0__0ea9843cae922020d3ff,0.95,L1,4,9,70.0,0.88,1.0,1.0,1.0,-450.0,0.88,2.022353774e-09,2.403877655e-09,2.405453071e-09,5.440874596e-09,381.5238810000002,383.0992970000002,-1.5754160000000184,1.609699595e-07,-8.210783004e-08,0.95,0.95,1.6944206263157895e-07,-8.642929477894736e-08,0,stable_low,1,2.09626295e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r137/scenarios/t0__b0p95__L1__dv70p0__h1p0__pm450p0__0ea9843cae922020d3ff,f5cced861d7122b6ab181b49907850a102d09b466b5ba1e7140fd396dfc96801,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h10p0__pm450p0__6f989d1d10a209618e3e,0.95,L1,4,9,70.0,0.88,1.0,10.0,1.0,-450.0,0.88,2.02260003e-09,2.403970132e-09,2.405766831e-09,5.441474459e-09,381.3701020000002,383.16680099999996,-1.7966989999997622,-1.084603919e-07,8.120196768e-08,0.95,0.95,-1.1416883357894737e-07,8.547575545263158e-08,0,stable_low,1,2.0798494386363635e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r138/scenarios/t0__b0p95__L1__dv70p0__h10p0__pm450p0__6f989d1d10a209618e3e,96c58b8ea52ea5ffe7d586ed03a5ecc8aabdd203216c5bdc67fd3bd544c75fcb,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h100p0__pm450p0__1f7fbe0d924bd6eec40e,0.95,L1,4,9,70.0,0.88,1.0,100.0,1.0,-450.0,0.88,2.022410811e-09,2.404097986e-09,2.405513435e-09,5.44148198e-09,381.6871750000001,383.10262399999993,-1.4154489999998532,-1.070649391e-07,8.24103519e-08,0.95,0.95,-1.1269993589473685e-07,8.674773884210527e-08,0,stable_low,1,2.0536937204545454e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r139/scenarios/t0__b0p95__L1__dv70p0__h100p0__pm450p0__1f7fbe0d924bd6eec40e,edd8f3b9cf49b458a1ad328e03e7eae5054d36a543ac05e9f52611c9fc8c93a6,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h1000p0__pm450p0__9cb3f2969b289e5132b6,0.95,L1,4,9,70.0,0.88,1.0,1000.0,1.0,-450.0,0.88,2.105461312e-09,2.513566843e-09,2.488458423e-09,5.441065006e-09,408.10553100000004,382.9971109999999,25.108420000000137,-1.732180235e-07,-4.725180392e-10,0.95,0.95,-1.8233476157894737e-07,-4.973874096842106e-10,0,stable_low,1,2.256273259090909e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r140/scenarios/t0__b0p95__L1__dv70p0__h1000p0__pm450p0__9cb3f2969b289e5132b6,83d09dacfe9cbbeac5960325f8fd915202cd6e02c26a0b20b5522828824bfb50,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h3000p0__pm450p0__62c3f9dcb946f15b069d,0.95,L1,4,9,70.0,0.88,1.0,3000.0,1.0,-450.0,0.88,2.1198399e-09,2.632176259e-09,2.564735329e-09,5.44084512e-09,512.3363590000001,444.8954289999999,67.44093000000021,0.8799996923,0.8799997028,0.88,0.88,0.9999996503409091,0.9999996622727272,1,stable_high,1,2.087087194318182e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r141/scenarios/t0__b0p95__L1__dv70p0__h3000p0__pm450p0__62c3f9dcb946f15b069d,6e8edcfc59b3ec6fbb09a61e1a83c7f9fc190f8892f4b2028ca457b929b4fac7,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h2000p0__pm450p0__bb61ec471c1390818647,0.95,L1,4,9,70.0,0.88,1.0,2000.0,1.0,-450.0,0.88,2.1198399e-09,2.632176259e-09,2.564735329e-09,5.441395777e-09,512.3363590000001,444.8954289999999,67.44093000000021,0.9499996588,0.9499997231,0.95,0.95,0.9999996408421054,0.9999997085263158,1,stable_high,1,2.5729161125e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r142/scenarios/t0__b0p95__L1__dv70p0__h2000p0__pm450p0__bb61ec471c1390818647,e7213b241bfe699940c710292f66716a8af183a928991a8513985036be993837,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h1500p0__pm450p0__688d8aa5447eb334045c,0.95,L1,4,9,70.0,0.88,1.0,1500.0,1.0,-450.0,0.88,2.1198399e-09,2.613390567e-09,2.565594367e-09,5.4414927e-09,493.5506670000001,445.75446699999986,47.796200000000226,0.9499996361,0.949999706,0.95,0.95,0.9999996169473685,0.9999996905263159,1,stable_high,1,2.1904386238636363e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r143/scenarios/t0__b0p95__L1__dv70p0__h1500p0__pm450p0__688d8aa5447eb334045c,9cd8dc384f2869bb4e978fa1e3b19e9818bc43ed3ca233b1b93ae55be96086ac,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h1250p0__pm450p0__0d30372ae47961630014,0.95,L1,4,9,70.0,0.88,1.0,1250.0,1.0,-450.0,0.88,2.1198399e-09,2.56299379e-09,2.53060392e-09,5.44152773e-09,443.1538900000002,410.7640200000001,32.389870000000144,3.050790379e-07,-3.519676612e-07,0.95,0.95,3.211358293684211e-07,-3.7049227494736847e-07,0,stable_low,1,1.8021438624999999e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r144/scenarios/t0__b0p95__L1__dv70p0__h1250p0__pm450p0__0d30372ae47961630014,c503379b8459648dbff7ee65609f1b3ab8157c9906ad71fe5951b3bc59df9049,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h1375p0__pm450p0__f8ace6ba774a03e88d66,0.95,L1,4,9,70.0,0.88,1.0,1375.0,1.0,-450.0,0.88,2.1198399e-09,2.588170627e-09,2.541981023e-09,5.441615048e-09,468.3307269999999,422.141123,46.18960399999992,0.949999706,0.949999702,0.95,0.95,0.9999996905263159,0.9999996863157895,1,stable_high,1,2.1466677863636363e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r145/scenarios/t0__b0p95__L1__dv70p0__h1375p0__pm450p0__f8ace6ba774a03e88d66,79be90c60493c9c574b8684a738615df9f96301cd81db25bb37ed3b5b764cc8a,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h1312p0__pm450p0__e9c210f3d6a4329e4227,0.95,L1,4,9,70.0,0.88,1.0,1312.0,1.0,-450.0,0.88,2.1198399e-09,2.575578955e-09,2.538287618e-09,5.441412913e-09,455.73905499999995,418.44771800000024,37.291336999999714,-1.601562876e-07,9.29917665e-08,0.95,0.95,-1.6858556589473685e-07,9.788607000000001e-08,0,stable_low,1,2.002468669318182e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r146/scenarios/t0__b0p95__L1__dv70p0__h1312p0__pm450p0__e9c210f3d6a4329e4227,431fc45799c8d2e08239030add4e98b992bbeb634656a3013f215360cf038f39,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h1344p0__pm450p0__a08ce32bb5ea185a4f48,0.95,L1,4,9,70.0,0.88,1.0,1344.0,1.0,-450.0,0.88,2.1198399e-09,2.582162647e-09,2.539585994e-09,5.441151301e-09,462.3227470000001,419.74609399999986,42.57665300000025,-1.84429484e-07,1.398230334e-07,0.95,0.95,-1.9413629894736843e-07,1.4718214042105262e-07,0,stable_low,1,1.7283544022727273e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r147/scenarios/t0__b0p95__L1__dv70p0__h1344p0__pm450p0__a08ce32bb5ea185a4f48,619b3c34ebcc342a37622a66160c001e6a5f08bfe9900ee4e3c71d18234e100e,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-450.0,
t0__b0p95__L1__dv70p0__h1360p0__pm450p0__e956cce6de06490965d1,0.95,L1,4,9,70.0,0.88,1.0,1360.0,1.0,-450.0,0.88,2.1198399e-09,2.585048714e-09,2.539543009e-09,5.441135346e-09,465.20881399999996,419.703109,45.50570499999998,0.9499997058,0.9499997019,0.95,0.95,0.9999996903157896,0.9999996862105264,1,stable_high,1,2.065863671590909e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r148/scenarios/t0__b0p95__L1__dv70p0__h1360p0__pm450p0__e956cce6de06490965d1,4bf735a8fe3c6f895ff8b6b088e70b52a759acf5c65d73159fb48e9a421353ca,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_anchor,-450.0,
t0__b0p95__L1__dv80p0__h1p0__pm450p0__f0e23b9b62b700ac5a43,0.95,L1,4,9,80.0,0.87,1.0,1.0,1.0,-450.0,0.87,2.022354889e-09,2.403877703e-09,2.405454053e-09,5.440874589e-09,381.5228139999998,383.0991639999998,-1.5763499999999908,1.601525131e-07,-8.219033318e-08,0.95,0.95,1.685815927368421e-07,-8.651614018947368e-08,0,stable_low,1,2.12053303908046e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r149/scenarios/t0__b0p95__L1__dv80p0__h1p0__pm450p0__f0e23b9b62b700ac5a43,e296dd12ad1aa964142e232f9f5e22d0ddedcc8b752a68ebbd4ad9482f144220,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h10p0__pm450p0__544fc6039a10439594af,0.95,L1,4,9,80.0,0.87,1.0,10.0,1.0,-450.0,0.87,2.022417113e-09,2.404105851e-09,2.405282735e-09,5.441411973e-09,381.68873800000006,382.86562200000014,-1.1768840000000864,-5.484591036e-08,1.519286618e-07,0.95,0.95,-5.7732537221052636e-08,1.5992490715789475e-07,0,stable_low,1,2.1380907781609194e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r150/scenarios/t0__b0p95__L1__dv80p0__h10p0__pm450p0__544fc6039a10439594af,33e7aaeb22a7e0e524f7991e0cea333c8d1b5e25954874c6c07309b118dedbb1,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h100p0__pm450p0__9446d9ea68862cb14f56,0.95,L1,4,9,80.0,0.87,1.0,100.0,1.0,-450.0,0.87,2.02249464e-09,2.403632742e-09,2.405458418e-09,5.441114429e-09,381.1381019999999,382.9637780000001,-1.8256760000002146,7.273744029e-08,3.692699242e-07,0.95,0.95,7.656572662105264e-08,3.887051833684211e-07,0,stable_low,1,1.900504703448276e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r151/scenarios/t0__b0p95__L1__dv80p0__h100p0__pm450p0__9446d9ea68862cb14f56,a189ff48c69d336f265f0de3dcdbbb76c14c4b380f26233b1c60d7dd22f0f4c7,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h1000p0__pm450p0__9520a4fcf020e286352e,0.95,L1,4,9,80.0,0.87,1.0,1000.0,1.0,-450.0,0.87,2.117255072e-09,2.528731239e-09,2.500021921e-09,5.441394099e-09,411.476167,382.766849,28.709317999999996,-2.182185959e-07,8.726567413e-08,0.95,0.95,-2.2970378515789474e-07,9.185860434736843e-08,0,stable_low,1,2.044738035632184e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r152/scenarios/t0__b0p95__L1__dv80p0__h1000p0__pm450p0__9520a4fcf020e286352e,43417d13ddaabf235c0fa4f138cf348ee1e5613421bef2af85026221c4099a87,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h3000p0__pm450p0__c79cb65f8c01873db45c,0.95,L1,4,9,80.0,0.87,1.0,3000.0,1.0,-450.0,0.87,2.136745833e-09,2.67358997e-09,2.592464861e-09,5.440936859e-09,536.8441370000002,455.71902799999987,81.1251090000003,0.8699996994,0.8699997335,0.87,0.87,0.9999996544827586,0.999999693678161,1,stable_high,1,1.6673508172413793e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r153/scenarios/t0__b0p95__L1__dv80p0__h3000p0__pm450p0__c79cb65f8c01873db45c,9df75ec0f0047f30d2d1e691dfe304ea3d8c64063d2e07dff85f2fd06314c8b8,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h2000p0__pm450p0__0beca2bcd36effa50ad0,0.95,L1,4,9,80.0,0.87,1.0,2000.0,1.0,-450.0,0.87,2.136745833e-09,2.67358997e-09,2.592464861e-09,5.441292686e-09,536.8441370000002,455.71902799999987,81.1251090000003,0.9499996873,0.9499997084,0.95,0.95,0.9999996708421053,0.9999996930526317,1,stable_high,1,2.2644652436781607e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r154/scenarios/t0__b0p95__L1__dv80p0__h2000p0__pm450p0__0beca2bcd36effa50ad0,1c491d70df61a83b7b4ad79fdeb90289d52758522a3f2b0c9ec11f5af296d507,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h1500p0__pm450p0__4351458082ce0c688316,0.95,L1,4,9,80.0,0.87,1.0,1500.0,1.0,-450.0,0.87,2.136745833e-09,2.642917431e-09,2.587131052e-09,5.440847583e-09,506.1715979999999,450.3852190000002,55.78637899999973,0.9499996956,0.949999635,0.95,0.95,0.9999996795789474,0.9999996157894737,1,stable_high,1,1.984845696551724e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r155/scenarios/t0__b0p95__L1__dv80p0__h1500p0__pm450p0__4351458082ce0c688316,e60cc2a4421e370142f42c7b2407e5b94082ce6ca1e6d3cd379610cfb5521e13,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h1250p0__pm450p0__37fdb7faa84a9c737487,0.95,L1,4,9,80.0,0.87,1.0,1250.0,1.0,-450.0,0.87,2.136745833e-09,2.58570259e-09,2.54865836e-09,5.441526574e-09,448.9567570000001,411.91252699999995,37.04423000000014,3.561328011e-07,-2.798253011e-07,0.95,0.95,3.7487663273684216e-07,-2.9455294852631583e-07,0,stable_low,1,1.8171875482758622e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r156/scenarios/t0__b0p95__L1__dv80p0__h1250p0__pm450p0__37fdb7faa84a9c737487,c39170d1d7495013c2751eaa3687a73d1d3629a94a67c56c4099a7c2d47de8a6,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h1375p0__pm450p0__d3383a8400852149aac6,0.95,L1,4,9,80.0,0.87,1.0,1375.0,1.0,-450.0,0.87,2.136745833e-09,2.614360017e-09,2.563142194e-09,5.440758647e-09,477.61418400000014,426.3963610000002,51.21782299999995,0.9499997438,0.9499996831,0.95,0.95,0.9999997303157895,0.9999996664210528,1,stable_high,1,1.988610395402299e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r157/scenarios/t0__b0p95__L1__dv80p0__h1375p0__pm450p0__d3383a8400852149aac6,87b6b123d2ec27e48ea75a6e5db5303ff859c3438218a350ae71d6bd3f523d93,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h1312p0__pm450p0__a4dfc8060ab76cda5dd9,0.95,L1,4,9,80.0,0.87,1.0,1312.0,1.0,-450.0,0.87,2.136745833e-09,2.599867517e-09,2.558931146e-09,5.441526976e-09,463.1216840000002,422.1853130000002,40.93637100000001,4.134815639e-07,-2.434296112e-07,0.95,0.95,4.3524375147368425e-07,-2.5624169600000003e-07,0,stable_low,1,1.811064008045977e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r158/scenarios/t0__b0p95__L1__dv80p0__h1312p0__pm450p0__a4dfc8060ab76cda5dd9,a68700750c69744300d3bb205df3ba1a50fd96c4dfd6d73e27524a2e063b6a88,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h1344p0__pm450p0__53ee143f5e8c9e51f78e,0.95,L1,4,9,80.0,0.87,1.0,1344.0,1.0,-450.0,0.87,2.136745833e-09,2.607573906e-09,2.562431215e-09,5.440844855e-09,470.828073,425.685382,45.14269100000001,0.9499997571,0.9499995478,0.95,0.95,0.9999997443157894,0.999999524,1,stable_high,1,1.990497552873563e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r159/scenarios/t0__b0p95__L1__dv80p0__h1344p0__pm450p0__53ee143f5e8c9e51f78e,6cc9694bec4a1630299cf7117c9cd2848495e69d46cfa3d17f41342c5a4003b2,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv80p0__h1328p0__pm450p0__b77df2ea2b8b580e6f1f,0.95,L1,4,9,80.0,0.87,1.0,1328.0,1.0,-450.0,0.87,2.136745833e-09,2.603780291e-09,2.560825795e-09,5.441527033e-09,467.0344579999999,424.0799620000002,42.95449599999972,3.170796358e-07,-4.887997112e-07,0.95,0.95,3.3376803768421053e-07,-5.145260117894737e-07,0,stable_low,1,1.8097214999999999e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r160/scenarios/t0__b0p95__L1__dv80p0__h1328p0__pm450p0__b77df2ea2b8b580e6f1f,9d59bd3a7a68240d9a844fcf8fc2e75b8a8bcd524b8363d63e19ae9b2c744331,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,refine,first_q1_minus_10mV,-450.0,
t0__b0p95__L1__dv90p0__h1p0__pm450p0__2058f9d6fa65784c96a4,0.95,L1,4,9,90.0,0.86,1.0,1.0,1.0,-450.0,0.86,2.022635743e-09,2.403878353e-09,2.405685463e-09,5.441141788e-09,381.24261000000007,383.0497199999998,-1.8071099999997386,1.038599225e-07,8.773398194e-08,0.95,0.95,1.0932623421052632e-07,9.235155993684211e-08,0,stable_low,1,2.7383571976744186e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r161/scenarios/t0__b0p95__L1__dv90p0__h1p0__pm450p0__2058f9d6fa65784c96a4,ed7c62d621caebb881f98af3830bdfdd98c85627f97668ba03d3b590716d4e6a,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h10p0__pm450p0__80f8ee2909ada70d74a6,0.95,L1,4,9,90.0,0.86,1.0,10.0,1.0,-450.0,0.86,2.022417078e-09,2.404105833e-09,2.405282681e-09,5.44133831e-09,381.68875500000007,382.8656029999998,-1.1768479999997226,2.499553699e-07,1.19158095e-07,0.95,0.95,2.6311091568421057e-07,1.2542957368421052e-07,0,stable_low,1,1.9826293209302327e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r162/scenarios/t0__b0p95__L1__dv90p0__h10p0__pm450p0__80f8ee2909ada70d74a6,36dd4eafec48bbfdd2c861ad740d6e2e8d38fa8dd7d47831302304001357bbc1,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-450.0,
t0__b0p95__L1__dv90p0__h100p0__pm450p0__4d4cac140e131bdabf54,0.95,L1,4,9,90.0,0.86,1.0,100.0,1.0,-450.0,0.86,2.022318968e-09,2.403802825e-09,2.405337069e-09,5.441117934e-09,381.483857,383.0181010000002,-1.5342440000001716,7.347472292e-08,3.702038198e-07,0.95,0.95,7.734181360000001e-08,3.896882313684211e-07,0,stable_low,1,1.9215347395348836e-06,1,,PASS,/home/zhupl25/chiplet_side_channel/chiplet_gds_data/power_macro/delay_chain/ftc/runs/t0_transient_droop/r163/scenarios/t0__b0p95__L1__dv90p0__h100p0__pm450p0__4d4cac140e131bdabf54,dea57aa62fe94473ef7de4725926cbc8ac2e67b53e9d85c9fb65738983c1ddb3,8990a002c0a888cec518799b3c75029b0536557fb43097a8ebf23117e094f1b3,coarse,first_q1_minus_20mV,-450.0,
